word1,word2,pos,sv_score,relation,w1_num_v_senses,w2_num_v_senses,w1_frames,w2_frames,mean_rating,sd_rating,shared_frames,w1_frame_count,w2_frame_count,relation_index,shares_frames_bool,cf_similarity,cf_scaled_sim
tap,pat,V,6.97,NONE,12,2,"['Transitive', 'Transitive']","['Transitive', 'NP-PP']",7.000000000000001,1.2292725943057183,1,2,2,3,True,0.4465028162306636,5.572022529845309
condemn,kill,V,3.65,NONE,6,15,"['Basic Transitive', 'NP-PP', 'NP', 'NP-PP', 'NP-TOBE']",['Instrument Subject Alternation'],3.666666666666667,1.3165611772087664,0,5,1,3,False,0.16789367720335735,3.343149417626859
crunch,crack,V,3.65,NONE,4,13,"['Basic Transitive', 'Unspecified Object', 'Conative', 'PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'PP']",3.666666666666667,2.043961295567452,2,4,10,3,True,0.17894349687235056,3.4315479749788045
erode,destroy,V,6.34,NONE,2,4,['Intransitive'],"['Basic Transitive', 'NP-PP', 'Instrument Subject Alternation']",6.166666666666667,1.5670212364724212,0,1,3,3,False,0.5489376984110441,6.391501587288353
try,practice,V,4.65,NONE,9,5,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",['-1'],4.666666666666667,1.932183566158592,0,6,1,3,False,0.17270567523108793,3.3816454018487034
tear,fold,V,0.66,NONE,5,5,"['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-PP', 'NP-PP-PP']",0.6666666666666667,0.5163977794943223,7,10,8,3,True,0.025917931238790333,2.2073434499103226
replace,move,V,1.49,HYPER/HYPONYMS,4,16,"['NP-PP', 'Basic Transitive', 'NP-PP', 'NP-PP', 'Basic Transitive']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",1.5,0.9944289260117531,2,5,6,2,True,0.15133158764602261,3.210652701168181
respond,ignore,V,0.83,NONE,3,5,"['Basic Transitive', 'NP-PP', 'PP-S', 'QUOT', 'HOW-S', 'HOW-TO-INF', 'WHAT-TO-INF', 'WHAT-S']",['-1'],0.8333333333333334,1.0801234497346432,0,8,1,3,False,0.12062015637986072,2.964961251038886
rationalize,argue,V,4.48,HYPER/HYPONYMS,5,3,['-1'],"['Intransitive', 'P-POSSING', 'P-WH-S', 'P-WHAT-S', 'P-WH-TO-INF', 'P-WHAT-TO-INF', 'PP']",4.500000000000001,1.636391694484477,0,1,7,2,False,0.059881178215628356,2.4790494257250266
laugh,sing,V,1.99,NONE,1,5,"['Basic Intransitive', 'Transitive', 'Transitive', 'PP', 'PP', 'PP', 'NP-ADJP', 'NP-PP']","['Basic Intransitive', 'PP', 'PP', 'Basic Transitive', 'QUOT', 'NP-PP', 'S', 'HOW-TO-INF', 'TO-INF-AC', 'PP-S', 'PP-HOW-TO-INF', 'PP-TO-INF-OC', 'PP-TO-INF-OC', 'PP-QUOT']",2.0,1.2292725943057183,3,8,14,3,True,0.10413997294019971,2.8331197835215978
attack,sneak,V,1.66,COHYPONYMS,6,4,"['Basic Transitive', 'NP-PP', 'NP', 'NP-PP', 'NP-TOBE']","['Basic Intransitive', 'PP', 'NP-PP', 'NP-PP', 'NP', 'NP', 'Locative Preposition Drop', 'NP-PP', 'NP-PP', 'NP-ADJP', 'NP-PP', 'PP-NP', 'NP-PP', 'Locative Inversion']",1.6666666666666667,0.816496580927726,2,5,14,1,True,0.21554499226314772,3.7243599381051817
descend,go,V,3.32,HYPER/HYPONYMS,4,30,"['Basic Intransitive', 'PP', 'Locative Preposition Drop']","['Basic Intransitive', 'PP']",3.333333333333333,1.4142135623730951,2,3,2,2,True,0.3152514691725041,4.522011753380033
decompose,dissolve,V,6.14,NONE,3,11,"['Basic Intransitive', 'PP', 'NP', 'Locative Inversion', 'PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",6.166666666666667,1.1595018087284057,1,5,13,3,True,0.3116823347047588,4.4934586776380705
miss,catch,V,0.0,NONE,9,29,"['Basic Transitive', 'NP-PP', 'NP-PP', 'S', 'ING-SC/BE-ING', 'POSSING']","['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']",0.0,0.0,2,6,7,3,True,-0.0050356609420967,1.9597147124632264
yell,accuse,V,1.99,NONE,2,2,"['Basic Intransitive', 'PP', 'PP', 'NP', 'NP-ADJP', 'PP', 'PP']","['NP-PP', 'NP-P-ING-OC', 'POSSING']",2.0,1.2292725943057183,0,7,3,3,False,0.1058942636566247,2.8471541092529975
feel,touch,V,7.8,HYPER/HYPONYMS,13,15,"['Infinitival Copular Clause', 'S', 'Basic Transitive']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",7.833333333333334,1.5670212364724212,1,3,6,2,True,0.22289027473717657,3.7831221978974128
connect,separate,V,1.49,ANTONYMS,11,13,"['PP', 'Simple Reciprocal Intransitive', 'Together Reciprocal Alternation Intransitive']","['Basic Transitive', 'NP-PP']",1.5,1.100504934614612,0,3,2,0,False,0.02475068251319615,2.198005460105569
decay,deteriorate,V,8.13,HYPER/HYPONYMS,3,2,['Intransitive'],['Intransitive'],8.166666666666668,1.3703203194062976,1,1,1,2,True,0.5529527840581976,6.423622272465581
protect,defend,V,7.8,HYPER/HYPONYMS,2,7,"['Basic Transitive', 'NP-PP', 'ING-AC', 'POSSING']","['Basic Transitive', 'NP-PP', 'ING-AC', 'POSSING']",7.833333333333334,1.1595018087284057,4,4,4,2,True,0.7101922371224161,7.681537896979329
bake,broil,V,5.98,SYNONYMS,4,3,"['Basic Transitive', 'Unspecified Object', 'Material/Product Alternation Transitive', 'Material/Product Alternation Transitive', 'NP-PP', 'NP-NP', 'NP-PP-PP', 'NP-PP', 'NP-PP-PP', 'Raw Material Subject', 'NP-NP-PP', 'NP-PP-PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",6.0,1.7126976771553506,3,12,13,4,True,0.5175847518924621,6.140678015139697
remove,detach,V,7.47,NONE,8,3,"['Basic Transitive', 'NP-PP', 'NP-PP']","['Basic Transitive', 'NP-PP', 'Middle Construction']",7.5,0.8498365855987975,2,3,3,3,True,0.46953611260899186,5.756288900871935
describe,define,V,7.97,NONE,4,5,"['ING-AC', 'WHAT-S', 'WHAT-TO-INF']","['ING-AC', 'WHAT-S', 'WHAT-TO-INF']",8.0,1.5491933384829666,3,3,3,3,True,0.5520253731760972,6.416202985408778
drive,walk,V,1.49,COHYPONYMS,22,10,"['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']","['Basic Intransitive', 'PP', 'NP-PP', 'NP-PP', 'NP', 'NP', 'Locative Preposition Drop', 'NP-PP', 'NP-PP', 'NP-ADJP', 'NP-PP', 'PP-NP', 'NP-PP', 'Locative Inversion']",1.5,1.1972189997378648,1,5,14,1,True,0.6514713167231343,7.211770533785074
build,grow,V,4.81,HYPER/HYPONYMS,10,10,"['NP-PP', 'NP', 'NP-NP', 'NP-PP', 'NP-NP-PP']","['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']",4.833333333333333,1.7919573407620817,1,5,5,2,True,0.4657200522343116,5.725760417874493
decay,decompose,V,8.3,SYNONYMS,3,3,['Intransitive'],"['Basic Intransitive', 'PP', 'NP', 'Locative Inversion', 'PP']",8.333333333333334,1.699673171197595,0,1,5,4,False,0.5928046723386868,6.742437378709495
cover,protect,V,6.81,HYPER/HYPONYMS,26,2,['Basic Transitive'],"['Basic Transitive', 'NP-PP', 'ING-AC', 'POSSING']",6.833333333333333,1.1972189997378646,1,1,4,2,True,0.2876022542817938,4.30081803425435
dislike,ignore,V,3.15,NONE,1,5,['TO-INF-SC'],['-1'],3.1666666666666665,1.9692073983655904,0,1,1,3,False,0.20681710168195275,3.654536813455622
forget,recall,V,0.33,ANTONYMS,4,7,['-1'],"['Basic Transitive', 'NP-PP', 'NP-PP']",0.3333333333333333,0.4216370213557839,0,1,3,0,False,-0.15184826479664382,0.7852138816268495
comprehend,learn,V,7.3,NONE,3,6,['-1'],"['Basic Intransitive', 'P-POSSING', 'P-WHAT-S', 'PP', 'PP-PP']",7.333333333333334,1.7763883459298968,0,1,5,3,False,0.4738448097396851,5.790758477917481
reflect,look,V,4.15,NONE,7,10,['PP'],['PP'],4.166666666666667,2.173067468400883,1,1,1,3,True,0.3421117407399162,4.736893925919329
defeat,beat,V,8.47,HYPER/HYPONYMS,2,23,['-1'],"['Basic Transitive', 'NP-PP', 'NP-PP']",8.5,1.449137674618944,0,1,3,2,False,0.8097203487239936,8.47776278979195
know,inform,V,1.99,NONE,11,3,"['HOW-S', 'HOW-TO-INF']","['Basic Transitive', 'NP-PP', 'NP-S', 'NP-HOW-TO-INF', 'NP-QUOT', 'NP-PP']",2.0,1.2292725943057183,0,2,6,3,False,0.2672253711292428,4.137802969033942
remind,repeat,V,5.31,NONE,2,6,['-1'],"['S', 'S-SUBJUNCT']",5.333333333333334,1.932183566158592,0,1,2,3,False,0.40658709039203716,5.252696723136298
go,let,V,2.82,NONE,30,6,"['Basic Intransitive', 'PP']",['-1'],2.833333333333333,1.4181364924121764,0,2,1,3,False,0.4747378785520701,5.797903028416561
dislike,disown,V,3.82,NONE,1,2,['TO-INF-SC'],['-1'],3.833333333333333,1.8287822299126937,0,1,1,3,False,0.22802204175317092,3.8241763340253674
go,advance,V,6.64,HYPER/HYPONYMS,30,12,"['Basic Intransitive', 'PP']","['Basic Intransitive', 'PP']",6.666666666666667,1.8856180831641267,2,2,2,2,True,0.0836988308541184,2.669590646832947
produce,reproduce,V,5.98,HYPER/HYPONYMS,7,4,"['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",6.0,1.3498971154211057,2,4,13,2,True,0.1981826857404282,3.5854614859234255
recommend,assist,V,4.15,NONE,3,3,"['Basic Transitive', 'NP-PP', 'NP', 'NP-PP', 'NP-TOBE']",['PP'],4.166666666666667,1.6499158227686108,0,5,1,3,False,0.19188546008094684,3.535083680647575
shake,shiver,V,6.31,HYPER/HYPONYMS,9,2,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Intransitive', 'PP']",6.333333333333333,1.4757295747452437,0,6,2,2,False,0.8562398597560543,8.849918878048435
take,carry,V,5.64,HYPER/HYPONYMS,42,40,"['Basic Transitive', 'NP-PP', 'PP-NP', 'NP-PP', 'NP-PP-PP', 'NP-ADVP-PRED']","['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']",5.666666666666667,0.9660917830792958,3,6,5,2,True,0.6794104447804956,7.435283558243965
accomplish,succeed,V,8.3,HYPER/HYPONYMS,2,2,['-1'],['Basic Transitive'],8.333333333333334,1.699673171197595,0,1,1,2,False,0.3846766942626537,5.07741355410123
drive,operate,V,4.98,HYPER/HYPONYMS,22,7,"['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'ADJP', 'PP', 'ADJP-PP', 'PP-PP']",5.0,1.247219128924647,3,5,13,2,True,0.1811488659378694,3.449190927502955
ask,tell,V,0.66,HYPER/HYPONYMS,7,8,"['HOW-S', 'HOW-TO-INF', 'Basic Intransitive', 'Basic Transitive', 'Basic Transitive', 'NP-PP', 'NP-WH-S', 'NP-WHAT-S', 'NP-WH-TO-INF', 'NP-WHAT-TO-INF', 'P-WH-S', 'P-WHAT-S', 'P-WH-TO-INF', 'P-WHAT-TO-INF', 'PP', 'PP-HOW-S', 'PP-HOW-TO-INF', 'PP-P-WH-S', 'PP-P-WHAT-S', 'PP-P-WHAT-TO-INF', 'PP-P-WH-TO-INF', 'WH-S', 'WHAT-S', 'WH-TO-INF', 'WHAT-TO-INF', 'NP-HOW-S']","['Basic Transitive', 'NP-PP', 'Dative', 'Transitive', 'NP-PP', 'NP-S', 'NP-HOW-TO-INF', 'NP-TO-INF-OC']",0.6666666666666667,0.6992058987801011,2,26,8,2,True,0.24830467917962606,3.9864374334370085
gather,reap,V,5.98,HYPER/HYPONYMS,9,2,"['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']","['Basic Transitive', 'NP-PP']",6.0,1.5776212754932308,2,7,2,2,True,0.6500240469092933,7.200192375274346
bend,break,V,4.65,NONE,6,59,"['Basic Intransitive', 'PP']","['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']",4.666666666666667,0.9189365834726816,2,2,5,3,True,0.1288353086316163,3.0306824690529304
tear,break,V,6.14,COHYPONYMS,5,59,"['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'PP']","['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']",6.166666666666667,1.766981104093143,2,10,5,1,True,0.2395856025039203,3.9166848200313624
jump,skip,V,5.48,SYNONYMS,15,6,['Intransitive'],"['Basic Intransitive', 'PP', 'NP-PP', 'NP-PP', 'NP', 'NP', 'Locative Preposition Drop', 'NP-PP', 'NP-PP', 'NP-ADJP', 'NP-PP', 'PP-NP', 'NP-PP', 'Locative Inversion']",5.5,1.70293863659264,0,1,14,4,False,0.7654376611486057,8.123501289188845
agree,admit,V,3.98,NONE,7,8,"['PP-HOW-S', 'PP-HOW-TO-INF', 'WHAT-TO-INF']","['NP', 'NP-ADVP-PRED', 'NP-PP']",4.0,1.7763883459298968,0,3,3,3,False,0.5377127463456147,6.301701970764918
give,bring,V,4.98,COHYPONYMS,44,11,"['NP-PP', 'NP-PP-PP', 'NP-PP']","['Dative', 'Together Reciprocal Alternation Transitive']",5.0,2.0,0,3,2,1,False,0.6019734358122195,6.815787486497756
go,move,V,6.31,SYNONYMS,30,16,"['Basic Intransitive', 'PP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",6.333333333333333,2.043961295567452,0,2,6,4,False,0.6373093104491627,7.098474483593302
kill,shoot,V,5.31,HYPER/HYPONYMS,15,20,['Instrument Subject Alternation'],"['Basic Transitive', 'NP-PP', 'NP-PP', 'Benefactive Alternation', 'NP-PP', 'NP', 'NP-PP-PP']",5.333333333333334,1.3165611772087666,0,1,7,2,False,0.7289362904561852,7.831490323649482
crunch,chew,V,6.47,HYPER/HYPONYMS,4,1,"['Basic Transitive', 'Unspecified Object', 'Conative', 'PP']","['Basic Transitive', 'Unspecified Object', 'Conative', 'PP']",6.5,1.8529256146249728,4,4,4,2,True,0.1391770433264421,3.1134163466115368
carry,tow,V,4.98,NONE,40,1,"['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']","['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']",5.0,1.8856180831641267,3,5,5,3,True,0.22202864230812508,3.7762291384650006
sing,hum,V,5.98,COHYPONYMS,5,4,"['Basic Intransitive', 'PP', 'PP', 'Basic Transitive', 'QUOT', 'NP-PP', 'S', 'HOW-TO-INF', 'TO-INF-AC', 'PP-S', 'PP-HOW-TO-INF', 'PP-TO-INF-OC', 'PP-TO-INF-OC', 'PP-QUOT']","['Basic Intransitive', 'PP', 'PP', 'Basic Transitive', 'QUOT', 'NP-PP', 'S', 'HOW-TO-INF', 'TO-INF-AC', 'PP-S', 'PP-HOW-TO-INF', 'PP-TO-INF-OC', 'PP-TO-INF-OC', 'PP-QUOT']",6.0,1.6465452046971292,12,14,14,1,True,0.18496262086518364,3.4797009669214694
dismay,upset,V,6.64,NONE,2,6,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",6.666666666666667,1.7638342073763935,6,6,6,3,True,0.4081472919923358,5.265178335938686
shun,ignore,V,8.63,NONE,2,5,"['Basic Transitive', 'Basic Transitive', 'ING-SC/BE-ING-SC', 'POSSING']",['-1'],8.666666666666668,0.7888106377466154,0,4,1,3,False,0.05464198898879316,2.437135911910345
believe,know,V,3.65,NONE,5,11,"['Basic Transitive', 'NP-PP', 'NP-PP', 'S', 'ING-SC/BE-ING', 'POSSING']","['HOW-S', 'HOW-TO-INF']",3.666666666666667,1.6865480854231356,0,6,2,3,False,0.5141894531842797,6.113515625474237
hurt,smash,V,4.65,HYPER/HYPONYMS,7,10,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-ADJP-PP', 'NP-PP', 'NP-PP-PP', 'PP']",4.666666666666667,1.0327955589886446,4,6,10,2,True,0.30314005591412685,4.425120447313015
prefer,hate,V,1.0,NONE,4,1,"['Basic Transitive', 'NP-PP', 'NP-PP', 'S', 'ING-SC/BE-ING', 'POSSING']",['TO-INF-SC'],1.0,0.966091783079296,0,6,1,3,False,0.21230322961550238,3.6984258369240193
cook,bake,V,7.8,HYPER/HYPONYMS,5,4,"['Basic Transitive', 'Unspecified Object', 'Material/Product Alternation Transitive', 'Material/Product Alternation Transitive', 'NP-PP', 'NP-NP', 'NP-PP-PP', 'NP-PP', 'NP-PP-PP', 'Raw Material Subject', 'NP-NP-PP', 'NP-PP-PP']","['Basic Transitive', 'Unspecified Object', 'Material/Product Alternation Transitive', 'Material/Product Alternation Transitive', 'NP-PP', 'NP-NP', 'NP-PP-PP', 'NP-PP', 'NP-PP-PP', 'Raw Material Subject', 'NP-NP-PP', 'NP-PP-PP']",7.833333333333334,1.2516655570345725,8,12,12,2,True,0.7641804396633405,8.113443517306724
reprimand,yell,V,4.48,NONE,2,2,"['Basic Transitive', 'NP-PP', 'NP', 'NP-PP', 'NP-TOBE']","['Basic Intransitive', 'PP', 'PP', 'NP', 'NP-ADJP', 'PP', 'PP']",4.500000000000001,1.494434118097326,1,5,7,3,True,0.1091673642323446,2.873338913858757
break,destroy,V,8.3,HYPER/HYPONYMS,59,4,"['Basic Intransitive', 'PP', 'NP-PP', 'Locative Inversion', 'ADVP-PRED']","['Basic Transitive', 'NP-PP', 'Instrument Subject Alternation']",8.333333333333334,1.0540925533894598,1,5,3,2,True,0.22192660978077428,3.775412878246194
hit,slap,V,7.97,NONE,17,1,['PP'],"['Transitive', 'Transitive']",8.0,1.1352924243950933,0,1,2,3,False,0.5659538757765781,6.527631006212625
wrap,tie,V,5.31,NONE,4,9,"['PP', 'Conative']","['Basic Transitive', 'NP-PP', 'Together Reciprocal Alternation Transitive', 'Middle Construction', 'Middle Construction', 'Middle Construction', 'Middle Construction', 'NP-ADJP']",5.333333333333334,1.8737959096740264,0,2,8,3,False,0.2185957848174443,3.7487662785395544
upset,frustrate,V,7.64,NONE,6,2,"['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']","['Basic Transitive', 'Middle Construction', 'PRO-Arb Object Alternation', 'NP-PP', 'NP', 'NP-ADJP']",7.666666666666666,0.8432740427115678,6,6,6,3,True,0.41967625800942737,5.3574100640754185
show,preview,V,5.64,NONE,12,1,"['Infinitival Copular Clause', 'S', 'Basic Transitive']",['-1'],5.666666666666667,1.07496769977314,0,3,1,3,False,0.2545730221045479,4.036584176836383
accuse,tell,V,2.49,NONE,2,8,"['NP-PP', 'NP-P-ING-OC', 'POSSING']","['Basic Transitive', 'NP-PP', 'Dative', 'Transitive', 'NP-PP', 'NP-S', 'NP-HOW-TO-INF', 'NP-TO-INF-OC']",2.5,2.0138409955990952,1,3,8,3,True,0.2396846256987278,3.9174770055898227
hate,disown,V,4.48,NONE,1,2,['TO-INF-SC'],['-1'],4.500000000000001,1.4944341180973262,0,1,1,3,False,0.23518606307823595,3.881488504625888
pounce,bounce,V,2.99,NONE,1,7,['-1'],['NP-TO-INF-OC'],3.0,1.2292725943057183,0,1,1,3,False,0.9012703419958763,9.21016273596701
respect,like,V,5.48,COHYPONYMS,2,5,"['Basic Transitive', 'NP-PP', 'NP-PP', 'S', 'ING-SC/BE-ING', 'POSSING']",['TO-INF-SC'],5.5,1.8287822299126937,0,6,1,1,False,0.24904697609962348,3.9923758087969876
sell,purchase,V,2.16,ANTONYMS,8,1,"['NP-PP', 'NP-PP-PP', 'NP-PP']","['NP-PP', 'NP']",2.166666666666667,1.828782229912694,1,3,2,0,True,0.061152672438543054,2.4892213795083444
put,take,V,1.49,HYPER/HYPONYMS,9,42,['PP-NP'],"['Basic Transitive', 'NP-PP', 'PP-NP', 'NP-PP', 'NP-PP-PP', 'NP-ADVP-PRED']",1.5,1.286683937707919,1,1,6,2,True,0.3901685991506171,5.121348793204937
charge,cover,V,1.66,NONE,25,26,"['Transitive', 'NP-PP', 'NP-PP-PP']",['Basic Transitive'],1.6666666666666667,1.3333333333333333,0,3,1,3,False,0.11134978915631853,2.8907983132505484
melt,freeze,V,0.17,ANTONYMS,6,10,"['PP', 'NP-PP', 'Transitive']","['PP', 'NP-PP', 'Transitive']",0.1666666666666666,0.3162277660168379,3,3,3,0,True,0.22952734589327156,3.8362187671461725
agree,differ,V,1.16,ANTONYMS,7,2,"['PP-HOW-S', 'PP-HOW-TO-INF', 'WHAT-TO-INF']","['Intransitive', 'P-POSSING', 'P-WH-S', 'P-WHAT-S', 'P-WH-TO-INF', 'P-WHAT-TO-INF', 'PP']",1.1666666666666667,1.2516655570345725,0,3,7,0,False,-0.05067451182170006,1.5946039054263994
flap,fold,V,2.16,NONE,6,5,"['Basic Intransitive', 'NP-PP']","['Basic Transitive', 'NP-PP', 'Intransitive', 'Middle Construction', 'Instrument Subject Alternation', 'NP-ADJP', 'NP-PP', 'NP-PP-PP']",2.166666666666667,1.766981104093143,1,2,8,3,True,0.19947408086655968,3.5957926469324777
die,survive,V,0.15,NONE,11,4,"['Basic Intransitive', 'PP-NP']",['Basic Transitive'],0.1666666666666666,0.3162277660168379,0,2,1,3,False,0.17444631129576973,3.3955704903661577
pull,lift,V,2.82,COHYPONYMS,17,24,"['Basic Transitive', 'NP-PP', 'NP-PP', 'NP-PP-PP', 'NP-PP-PP']","['Basic Transitive', 'NP-PP', 'NP-ADVP-PRED']",2.833333333333333,1.4944341180973264,2,5,3,1,True,0.40039462118112895,5.203156969449031
hitch,ride,V,4.48,HYPER/HYPONYMS,5,14,"['Basic Transitive', 'NP-PP', 'Together Reciprocal Alternation Transitive', 'Middle Construction', 'Middle Construction', 'Middle Construction', 'Middle Construction', 'NP-ADJP']","['Basic Intransitive', 'PP', 'NP-PP', 'Transitive', 'NP-ADJP', 'NP-PP', 'NP-ADJP', 'NP-PP', 'Locative Preposition Drop']",4.500000000000001,1.4944341180973264,2,8,9,2,True,0.12817404976434407,3.025392398114753
live,let,V,1.99,NONE,7,6,['Basic Intransitive'],['-1'],2.0,1.0327955589886446,0,1,1,3,False,0.038852764077944454,2.3108221126235557
sow,plow,V,2.32,NONE,3,3,"['PP', 'Conative']",['NP-PP'],2.333333333333333,1.7763883459298968,0,2,1,3,False,0.18300469879971223,3.464037590397698
